 main_id, assoc, spec_type, RA_h, RA_m, RA_s, ra, Dec_d, Dec_m, Dec_s, dec, pmra, e_pmra, pmdec, e_pmdec, dist, e_dist, radvel, e_radvel, HR1, NUVmag, e_NUVmag, Gmag, e_Gmag, Jmag, e_Jmag, IR_ex, known_assoc, youth, ref, S1, S2, S3, S4, S5, S6, S7, S8, S9, S10, S11, S12, S13, S14, S15, S16, S17, S18, S19, S20, S21, S22, S23, S24, S25, S26, MatchID, MatchRA, MatchDEC, pmRA_, pmDEC_, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, pmRA Err., pmDec Err., Parallax, Parallax Err., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
TYC 1808-559-1,PLE,,0,0,NaN,57.588875,0,0,NaN,27.14419444,20,2,-50,1,121,4,4.4,0.2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35204049,57.5888,27.14438,19.6084,-49.5563,10.555,STAR,2mass,0.7099094,20180610,,1808-00559-1,586-009656,03502130+2708398,,J035021.32+270839.3,7.05E+16,46665046,,2.10441,1.03148,8.24883,0.238577,11.981,0.262,11.47,0.018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.836,0.022,9.448,0.019,9.356,0.018,9.335,0.022,9.386,0.021,9.288,0.04,9.02,0.481,11.0883,0.000345996,0.018,5275,183,4.55297,0.286005,NaN,NaN,0.833516,0.107424,0.904423,0.112083,DWARF,0.4846324,0.1249194,121.2293,5.63319,0.0906271,NaN,43,0.02452165,,,0.001607507
Cl Melotte 22 173,PLE,K0V,3,43,48.435,55.9518125,25,11,23.55,25.189875,22.6,2.1,-49.2,1.3,129.3,5.3,5.7,0.9,NaN,NaN,NaN,10.545,0.002,9.33,0.02,1.1,PLE,Li,10;10;10;54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405483372,55.951716,25.190052,22.6273,-49.2059,10.026,STAR,2mass,0.710526442,20180610,,1803-01351-1,576-008820,03434841+2511241,,J034348.42+251123.7,6.99E+16,46438244,,2.12107,1.32658,7.73394,0.319153,11.728,0.127377,10.879,0.015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.326,0.021,8.962,0.03,8.827,0.018,8.771,0.023,8.812,0.019,8.761,0.032,8.929,NaN,10.5452,0.000345996,0.017,5295,12,4.61,0.01,0.09,0.01,1.43441,0.158386,1.06696,0.127467,DWARF,1.457153,0.3217945,129.3002,7.323,0.242436,NaN,32,0.002216895,,,NaN
HD 20420,PLE,A3,0,0,NaN,49.45741667,0,0,NaN,22.832,23.1,0.07,-44.55,0.04,130,5,-1,4,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5536869,49.457338,22.832184,23.1044,-44.5542,7.363,STAR,2mass,0.71197319,20180610,15341,1784-01374-1,565-006808,03174975+2249559,,J031749.76+224955.4,6.24E+16,,,0.066719,0.0441823,7.7176,0.283703,7.92,0.031,7.64,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.072,0.019,6.984,0.029,6.893,0.015,6.899,0.063,6.886,0.021,6.92,0.016,6.778,0.088,7.56677,0.000345996,0.017,7904,218,4.03565,0.317715,NaN,NaN,2.1869,0.264374,1.89184,0.389945,DWARF,16.81668,4.065932,129.574,6.93237,0.275508,NaN,25,0.000347482,,,NaN
BD+21 503,PLE,,0,0,NaN,55.60020833,0,0,NaN,22.42094444,19.6,0.2,-44.36,0.09,136,5,4.9,0.9,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114084192,55.600101,22.421116,19.6489,-44.3574,9.714,STAR,2mass,0.713461046,20180610,17317,1247-00183-1,563-007899,03422402+2225160,,J034224.03+222515.6,6.44E+16,44942556,,0.194747,0.0941999,7.32829,0.243562,11.011,0.058,10.4,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.117,0.022,8.868,0.026,8.758,0.018,8.723,0.021,8.741,0.02,8.707,0.03,8.585,0.414,10.1565,0.000345996,0.018,6561,199,4.47732,0.322239,NaN,NaN,1.11509,0.134402,1.3599,0.290803,DWARF,2.075844,0.5004037,136.4576,7.19544,0.240687,NaN,36,0.002005529,,,NaN
HD 23388,PLE,A3,0,0,NaN,56.383375,0,0,NaN,21.2465,20.55,0.06,-47.73,0.04,128,6,6,3,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67828699,56.383308,21.246689,20.5532,-47.7258,7.596,STAR,2mass,0.716576353,20180610,17552,1260-00918-1,557-007652,03453199+2114481,,J034531.99+211447.6,6.35E+16,44943275,,0.0581472,0.0368937,7.79139,0.354812,7.933,0.028,7.75,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.389,0.018,7.327,0.02,7.31,0.026,7.248,0.039,7.273,0.02,7.283,0.019,7.134,0.105,7.73105,0.000345996,0.017,7838,217,4.2208,0.332028,NaN,NaN,1.75456,0.228043,1.86514,0.385285,DWARF,10.46772,2.721014,128.3467,NaN,0.232927,NaN,35,0.000814544,,,NaN
Cl Melotte 22 2406,PLE,G1,0,0,NaN,57.41425,0,0,NaN,23.28991667,18.5,0.9,-44.3,0.5,134,5,6.3,0.2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440691431,57.41417,23.290102,18.4679,-44.3137,10.408,STAR,2mass,0.717716676,20180610,,1800-00496-1,567-008231,03493939+2317244,,J034939.41+231723.9,6.49E+16,45448484,,0.948544,0.476286,7.45468,0.269484,11.886,0.231,11.127,0.016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.693,0.02,9.364,0.024,9.256,0.02,9.219,0.022,9.24,0.02,9.181,0.033,8.563,NaN,10.9381,0.000345996,0.017,5456.28,114.336,NaN,NaN,-0.0275649,0.0124227,1.0789,0.124338,1.04267,0.124119,DWARF,0.9294878,0.2142379,134.1438,7.25657,0.154053,NaN,38,0.01772992,,,NaN
HD 22146,PLE,A5,3,34,58.687,53.74452917,23,31,47.88,23.52996667,20.87,0.58,-42.81,0.44,134.5,6.6,NaN,NaN,NaN,13.575,0.006,8.764,0.001,8.11,0.02,1.5,PLE,E,8;-;-;54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26126738,53.744449,23.530152,20.8693,-42.8064,8.49,STAR,2mass,0.717753896,20180610,,1798-00596-1,568-007834,03345866+2331486,,J033458.67+233148.1,6.78E+16,,,0.58096,0.44457,7.433,0.364384,9.212,0.041,8.847,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.11,0.024,8.02,0.015,7.957,0.023,7.913,0.025,7.934,0.021,7.887,0.02,7.332,0.141,8.76377,0.000345996,0.018,8265,223,4.46961,0.326753,NaN,NaN,1.37506,0.180456,2.03155,0.395379,DWARF,7.948944,2.086359,134.5351,8.54291,0.277392,NaN,32,0.002412499,,,NaN
V658 Tau,PLE,,0,0,NaN,57.03325,0,0,NaN,23.73972222,17.6,0.4,-42.7,0.3,140,20,5.5,0.3,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440686290,57.033198,23.739916,17.5223,-49.491,14.684,STAR,2mass,0.718346065,20180610,,,,03480796+2344238,,J034807.96+234423.2,6.50E+16,,,2.11549,2.11548,NaN,NaN,19.267,0.161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.03,0.02,12.428,0.025,12.177,0.024,12.032,0.024,11.857,0.023,11.449,0.29,8.472,NaN,15.8271,0.00249756,0.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
BD+22 548,PLE,G0V,3,46,10.065,56.5419375,23,20,23.3,23.33980556,21,1.5,-49.87,0.66,116.3,7.7,6.7,0.3,NaN,NaN,NaN,9.959,0.005,8.97,0.01,0.5,PLE,,10;10;10;54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61139640,56.541882,23.339999,21.0226,-49.8728,9.538,STAR,2mass,0.720157654,20180610,,1800-01917-1,567-008034,03461005+2320240,,J034610.05+232023.5,6.50E+16,45447252,,1.49079,0.655559,8.59661,0.568818,10.755,0.0727255,10.139,0.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.969,0.02,8.704,0.02,8.659,0.016,8.622,0.023,8.645,0.02,8.622,0.026,8.078,NaN,9.95919,0.000345996,0.017,5740.97,121.363,NaN,NaN,0.0579772,0.0123306,1.2863,0.193968,1.28917,0.247141,DWARF,1.619274,0.4883578,116.325,8.70185,0.271607,NaN,45,0.06211154,,,NaN
HIP 18266,PLE,,0,0,NaN,58.61604167,0,0,NaN,21.38955556,19.2,0.2,-47.1,0.1,134,5,7.9,0.3,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440733338,58.615963,21.389742,19.2043,-47.1425,10.2395,STAR,2mass,0.721129813,20180610,18266,1261-00019-1,557-008077,03542782+2123231,,J035427.84+212322.6,5.17E+16,45837007,,0.216873,0.128326,7.43879,0.252118,11.689,0.035,10.96,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.601,0.021,9.255,0.022,9.183,0.018,9.157,0.023,9.198,0.02,9.16,0.034,8.264,0.316,10.7129,0.000345996,0.0174893,5819,190,4.50481,0.278336,NaN,NaN,0.948033,0.119299,1.0472,0.124478,DWARF,0.9283998,0.2336568,NaN,NaN,0.20361,NaN,30,0.02675639,,,NaN
V810 Tau,PLE,G8,0,0,NaN,55.762375,0,0,NaN,24.66958333,19.3,0.8,-46.4,0.4,131,8,5.3,0.2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258067676,55.762231,24.669735,19.2711,-46.3859,11.029,STAR,2mass,0.721145235,20180610,,1803-00400-1,574-008343,03430293+2440110,,J034302.95+244010.6,6.83E+16,45446382,,0.774049,0.419881,7.65518,0.464337,12.905,0.0998048,11.979,0.031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.275,0.023,9.808,0.03,9.727,0.019,9.668,0.023,9.713,0.02,9.731,0.055,8.704,0.492,11.5879,0.000345996,0.018,5141.39,100.709,NaN,NaN,0.140741,0.0125243,0.674792,0.0985864,0.798317,0.0939688,DWARF,0.2866532,0.08375946,130.6304,9.43349,0.19662,NaN,33,0.000453866,,,NaN
TYC 1803-839-1,PLE,,0,0,NaN,56.18320833,0,0,NaN,25.49911111,22,1,-44.3,0.5,145,6,5.8,0.2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385508618,56.183106,25.499289,21.9359,-44.3422,11.169,STAR,2mass,0.721578867,20180610,,1803-00839-1,578-009108,03444394+2529574,,J034443.96+252956.9,6.99E+16,46438358,,0.996691,0.474802,6.88329,0.287278,12.431,0.391,11.796,0.027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.391,0.029,9.863,0.03,9.74,0.018,9.737,0.022,9.764,0.019,9.761,0.048,8.747,NaN,11.7444,0.000345996,0.019,5001.38,98.6931,NaN,NaN,0.0678817,0.0125703,1.16964,0.150739,0.848737,0.100817,DWARF,0.771185,0.1987751,145.2794,8.76675,0.1979,NaN,39,0.0821052,,,NaN
V500 Tau,PLE,,0,0,NaN,55.58983333,0,0,NaN,24.66447222,20,2,-46,2,130,20,4.2,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258066973,55.589749,24.664658,20.9857,-46.454,12.801,STAR,2mass,0.723477543,20180610,,,574-008308,03422153+2439527,,J034221.55+243952.3,6.84E+16,45446210,,2.17693,2.17692,NaN,NaN,16.036,0.027,14.522,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.586,0.022,10.923,0.028,10.711,0.023,10.667,0.024,10.636,0.02,10.596,0.125,8.188,NaN,13.6759,0.000770218,0.017,3998.47,73.5862,NaN,NaN,0.12313,0.012913,0.642533,0.0614573,0.6243694,0.0718884,DWARF,0.09507393,0.01818734,NaN,NaN,0.170668,NaN,41,0.01505974,,,NaN
HD 23290,PLE,F5,3,44,44.876,56.18698333,20,44,52.11,20.74780833,19.63,0.06,-45.96,0.04,131.4,7.8,NaN,NaN,NaN,NaN,NaN,8.606,0.001,7.94,0.01,1.9,PLE,E,11;-;-;54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67788829,56.1869,20.747994,19.6326,-45.956,8.328,STAR,2mass,0.724888786,20180610,17481,1260-01304-1,554-007341,03444485+2044528,,J034444.86+204452.3,6.34E+16,,,0.0611386,0.0441743,7.60764,0.454422,9.065,0.036,8.7,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.943,0.018,7.788,0.018,7.747,0.016,7.697,0.031,7.682,0.02,7.699,0.019,7.842,0.205,8.60573,0.000345996,0.017,6815,85,NaN,NaN,NaN,NaN,1.72666,0.238641,1.57772,0.370852,DWARF,5.793911,1.601548,131.4468,9.40832,0.22431,NaN,26,0.005063465,,,NaN
PT Tau,PLE,M?,0,0,NaN,56.705125,0,0,NaN,24.59983333,20.2,0.4,-43,0.3,140,20,5.2,0.1,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125736774,56.705,24.6,18.23,-43.53,13.22,STAR,2mass,0.726239258,20180610,,,574-008581,03464920+2436001,,J034649.21+243559.6,6.68E+16,45447455,,2,2,NaN,NaN,16.864,0.117,15.268,0.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.913,0.021,11.215,0.017,11.022,0.019,10.917,0.022,10.87,0.021,10.365,0.143,8.129,NaN,14.167,0.000985337,0.044,3744,63,4.75911,0.343933,NaN,NaN,0.515,0.076,0.555,0.098,DWARF,0.04695183,0.01385763,193.1968,NaN,0.25683,NaN,41,0.07415305,,,NaN
BD+25 591,PLE,,0,0,NaN,55.40075,0,0,NaN,25.61913889,16.9,0.1,-43.6,0.06,131,5,4,1,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258032669,55.400675,25.619329,16.8816,-43.6039,9.5,STAR,2mass,0.726407955,20180610,17245,1803-01527-1,579-008720,03413616+2537095,,J034136.17+253709.0,7.01E+16,46437960,,0.107168,0.0643255,7.66231,0.289231,10.718,0.024,10.1,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.959,0.029,8.657,0.03,8.593,0.023,8.519,0.022,8.531,0.021,8.516,0.026,8.607,0.376,9.89911,0.000345996,0.02,5969,192,4.33735,0.284409,NaN,NaN,1.17567,0.150469,1.09519,0.135763,DWARF,1.580782,0.404635,130.5089,7.0978,0.227199,NaN,43,0.004283985,,,0.001955211
HD 22637,PLE,A0V,0,0,NaN,54.80508333,0,0,NaN,21.84305556,20.29,0.05,-43.61,0.03,139,6,6,7,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113981021,54.804988,21.843237,20.2913,-43.6056,7.207,STAR,2mass,0.726720638,20180610,17043,1247-00809-1,560-007461,03391319+2150357,,J033913.21+215035.2,6.43E+16,44941301,,0.0465735,0.02848,7.17853,0.3154,7.327,0.025,7.2766,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.06,0.018,7.059,0.016,7.052,0.021,7.054,0.046,7.069,0.02,7.12,0.019,7.088,0.129,7.29108,0.000345996,0.017,8529,227,4.14674,0.31701,NaN,NaN,2.03897,0.259803,2.1239,0.400473,DWARF,19.82024,5.05094,139.3043,NaN,0.342596,NaN,25,0.00098626,,,NaN
HD 22977,PLE,F8,0,0,NaN,55.51979167,0,0,NaN,22.85836111,21,0.1,-44.65,0.08,136,5,6,1,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114084434,55.51969,22.85854,21.0489,-44.6527,8.691,STAR,2mass,0.726973815,20180610,17289,1799-01256-1,565-007907,03420472+2251307,,J034204.73+225130.3,6.50E+16,,,0.138478,0.0747929,7.36485,0.249052,9.638,0.052,9.17,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.236,0.019,8.033,0.023,8.002,0.029,7.974,0.024,7.993,0.02,8.026,0.023,7.911,0.191,9.02342,0.000345996,0.017,6759,202,4.24433,0.333997,NaN,NaN,1.50364,0.180985,1.44606,0.334798,DWARF,4.251207,1.023389,135.7802,7.1884,0.204576,NaN,51,0.0509182,,,NaN
HD 24899,PLE,B9V,0,0,NaN,59.58716667,0,0,NaN,24.08094444,19.02,0.08,-45.22,0.03,137,8,8,2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149980785,59.587057,24.08112,19.0207,-45.2225,7.19,STAR,2mass,0.727577706,20180610,18559,1813-00633-1,571-009387,03582089+2404520,,J035820.91+240451.5,6.58E+16,,,0.0804031,0.03075,7.3115,0.427459,7.224,0.024,7.20521,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.103,0.018,7.085,0.026,7.117,0.021,7.083,0.041,7.101,0.019,7.159,0.018,7.089,0.105,7.2242,0.000345996,0.017,8980,234,4.23354,0.342571,NaN,NaN,1.90592,0.278169,2.26633,0.406359,DWARF,21.28185,6.212172,136.7709,NaN,0.1277,NaN,43,0.000571473,,,NaN
BD+22 552,PLE,F8,0,0,NaN,56.69616667,0,0,NaN,22.91438889,18.3,0.9,-44.3,0.5,134,5,6.5,0.9,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61145609,56.696092,22.914579,18.2862,-44.3403,9.873,STAR,2mass,0.727807165,20180610,,1800-01774-1,565-008132,03464706+2254525,,J034647.07+225452.0,6.49E+16,44943560,,0.91148,0.453017,7.48055,0.286138,11.111,0.01,10.471,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.307,0.022,9.032,0.02,8.928,0.019,8.903,0.023,8.91,0.02,8.927,0.032,8.562,NaN,10.2908,0.000345996,0.018,5752.97,122.675,NaN,NaN,0.0273594,0.0123269,1.19928,0.139265,1.16314,0.168868,DWARF,1.419398,0.329652,133.68,7.40865,0.114164,NaN,41,0.001048915,,,NaN
TYC 1260-498-1,PLE,(G4),3,44,41.842,56.17434167,22,27,51.69,22.46435833,22.7,2.2,-44.94,0.53,137,11,6.1,0.2,1,NaN,NaN,10.511,0.001,9.48,0.02,0.7,PLE,X,52;84;10;84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67788115,56.174268,22.464549,22.7243,-44.9414,10.071,STAR,2mass,0.728839552,20180610,,1260-00498-1,563-008023,03444182+2227524,,J034441.83+222751.9,6.48E+16,44943100,,2.15298,0.532884,7.28265,0.607132,11.562,0.168,10.954,0.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.477,0.021,9.14,0.021,9.072,0.02,9.013,0.024,9.037,0.02,9.041,0.034,8.312,NaN,10.511,0.000345996,0.018,5778,4,NaN,NaN,NaN,NaN,1.0555,0.178438,1.05506,0.125373,DWARF,1.11872,0.3782513,137.3126,12.7686,0.169281,NaN,35,0.01444432,,,NaN
V850 Tau,PLE,,0,0,NaN,56.08704167,0,0,NaN,23.56094444,18.8,0.3,-46,0.2,150,20,6.1,0.4,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67787307,56.0869,23.5611,25.12,-46.26,14.426,STAR,2mass,0.729499344,20180610,,,568-008322,03442085+2333401,,J034420.88+233339.5,6.52E+16,,,2,2,NaN,NaN,19.168,0.161,16.88,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.901,0.021,12.249,0.021,11.99,0.019,11.868,0.023,11.708,0.024,11.716,0.304,8.707,NaN,15.61,0.00218489,0.059,3407,101,4.91078,0.478872,NaN,NaN,0.339,0.069,0.341,0.086,DWARF,0.01395027,0.005678871,218.0692,NaN,0.232719,NaN,31,0.0239101,,,NaN
V448 Tau,PLE,KV,0,0,NaN,56.64970833,0,0,NaN,23.96683333,17.1,0.7,-41.7,0.7,130,20,4.6,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125737046,56.64962,23.967021,18.6179,-46.1243,12.715,STAR,2mass,0.735447578,20180610,,,570-008430,03463590+2358013,,J034635.92+235800.7,6.52E+16,,,1.73915,1.73812,NaN,NaN,NaN,NaN,14.309,0.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.513,0.021,10.832,0.017,10.652,0.02,10.561,0.022,10.531,0.023,9.187,NaN,6.569,0.328,13.5814,0.000735234,0.017,4086.26,76.5496,NaN,NaN,0.0929424,0.0130044,0.661633,0.0590563,0.6395237,0.0708889,DWARF,0.1099596,0.01962962,NaN,NaN,0.47196,NaN,48,1.855468,,,NaN
HD 23924,PLE,A7V,0,0,NaN,57.42058333,0,0,NaN,23.34138889,19.3,0.5,-44.8,0.5,139,6,7,2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440695768,57.420518,23.341585,19.3185,-44.7597,7.935,STAR,2mass,0.738282128,20180610,,1800-00628-1,567-008232,03494092+2320298,,J034940.93+232029.2,6.49E+16,,,0.525172,0.457939,7.21219,0.31051,8.337,0.0734847,8.123,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7,0.02,7.657,0.02,7.648,0.018,7.604,0.03,7.639,0.021,7.624,0.019,7.241,0.131,8.09318,0.000345996,0.017,8167.81,72.7393,4.29671,0.114692,0.327076,0.0594812,1.60355,0.18335,2.00751,0.394279,DWARF,10.31056,2.35782,138.6541,8.30057,0.144014,NaN,38,0.000812467,,,NaN
BD+23 486,PLE,,0,0,NaN,54.80620833,0,0,NaN,24.46633333,19.7,0.2,-44.5,0.1,146,5,4.6,0.4,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427545108,54.806115,24.46652,19.7426,-44.5104,9.773,STAR,2mass,0.738325517,20180610,17044,1803-00614-1,573-008345,03391346+2427594,,J033913.48+242759.0,6.83E+16,45445507,,0.167931,0.0992649,6.87327,0.252469,11.035,0.071,10.4,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.232,0.023,8.999,0.033,8.905,0.022,8.819,0.023,8.833,0.021,8.818,0.028,8.185,NaN,10.1725,0.000345996,0.018,6111,50,4.4,0.07,0.08,0.05,1.38242,0.150125,1.46777,0.343372,DWARF,2.401175,0.5215151,145.4911,8.2998,0.233463,NaN,34,0.01341883,,,NaN
HD 24194,PLE,G0V,0,0,NaN,57.98704167,0,0,NaN,23.90177778,20,1,-47,1,120,10,6.9,0.9,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440703435,57.9869,23.901937,19.7259,-47.1502,9.517,STAR,2mass,0.738891275,20180610,,1800-01415-1,570-008789,03515685+2354070,,J035156.87+235406.5,6.65E+16,45449133,,1.19831,1.17472,8.2921,0.884452,10.54,0.073,10.042,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.983,0.02,8.711,0.023,8.632,0.017,8.612,0.023,8.63,0.02,8.615,0.027,8.543,NaN,9.91037,0.000345996,0.017,5970.72,131.429,NaN,NaN,-0.00226261,0.0122574,1.14645,0.242097,1.19289,0.18637,DWARF,1.504914,0.6355885,120.5967,13.5829,0.112593,NaN,35,0.004566154,,,NaN
2MASS J03464358+2359425,PLE,,0,0,NaN,56.68170833,0,0,NaN,23.99494444,18.9,0.3,-44.9,0.2,130,20,5.1,0.2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125737030,56.681627,23.995136,15.0205,-52.5204,13.891,STAR,2mass,0.739674723,20180610,,,570-008441,03464358+2359425,,J034643.60+235942.0,6.52E+16,45447429,,2.23738,2.23738,NaN,NaN,19.366,0.162,16.26,0.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.471,0.021,11.856,0.021,11.575,0.022,11.457,0.023,11.336,0.022,11.934,NaN,8.866,NaN,14.8961,0.00144834,0.017,3699.37,77.4749,NaN,NaN,0.0612161,0.0144135,0.550698,0.0989966,0.5478044,0.0964214,DWARF,0.05117205,0.01839796,NaN,NaN,0.350863,NaN,46,0.008462302,,,NaN
