 main_id, assoc, spec_type, RA_h, RA_m, RA_s, ra, Dec_d, Dec_m, Dec_s, dec, pmra, e_pmra, pmdec, e_pmdec, dist, e_dist, radvel, e_radvel, HR1, NUVmag, e_NUVmag, Gmag, e_Gmag, Jmag, e_Jmag, IR_ex, known_assoc, youth, ref, S1, S2, S3, S4, S5, S6, S7, S8, S9, S10, S11, S12, S13, S14, S15, S16, S17, S18, S19, S20, S21, S22, S23, S24, S25, S26, MatchID, MatchRA, MatchDEC, pmRA_, pmDEC_, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, pmRA Err., pmDec Err., Parallax, Parallax Err., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
CD-43 11887,UCL,G9V,17,38,6.079,264.5253292,-44,3,32.1,-44.05891667,-7.9,2.4,-33.5,2.6,122,12,0,1,0.13,NaN,NaN,9.924,0.005,8.63,0.01,2.1,,X;Li;E;Is,21;16;-;-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17509396,264.525377,-44.058762,-7.90203,-33.5009,9.373,STAR,2mass,0.570385537,20180610,,7896-03885-1,230-145009,17380609-4403315,,J173806.08-440331.9,5.96E+18,21577340,,2.39028,2.5944,8.20269,0.834954,10.976,0.108,10.247,0.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.628,0.021,8.238,0.033,8.118,0.023,8.025,0.023,8.045,0.021,7.961,0.021,7.636,0.188,9.92445,0.000345996,0.017,5794,190,4.13809,0.437493,NaN,NaN,1.44118,0.30333,1.04016,0.123966,DWARF,2.108847,0.8877124,121.9112,13.1861,NaN,NaN,652,0.1711017,,,0.000163116
J1531-3504,UCL,(M3),15,31,9.569,232.7898708,-35,4,57.75,-35.08270833,-21,0.57,-27.72,0.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54802536,232.789917,-35.082554,-25.8602,-30.8711,12.443,STAR,2mass,0.572015934,20180610,,,275-080663,15310958-3504571,,J153109.57-350457.5,6.01E+18,18835028,,3.72294,3.72294,NaN,NaN,16.822,NaN,15.771,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.718,0.024,10.097,0.023,9.797,0.019,9.633,0.023,9.401,0.02,9.271,0.037,8.645,0.385,13.6259,0.000751486,0.017,3187,159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.361183,NaN,0,NaN,,,NaN
TYC 6801-214-1,UCL,A5/7III:,16,11,50.662,242.9610917,-27,33,10.32,-27.55286667,-20.15,0.05,-34.5,0.03,99.7,3.8,NaN,NaN,0.49,NaN,NaN,7.931,0.003,7.34,0.03,0.6,Sco-Cen,X;Lm,29;-;-;53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68164488,242.961225,-27.55276,-20.1521,-34.5029,7.685,STAR,2mass,0.573199725,20180610,79363,6801-00214-1,313-087869,16115069-2733098,,J161150.66-273310.0,6.04E+18,12741687,,0.0537752,0.0337068,10.0303,0.383823,8.336,0.03,7.84,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.34,0.032,7.274,0.061,7.185,0.036,7.113,0.081,7.114,0.03,7.201,0.027,7.311,0.234,7.93089,0.000345996,0.021,7024,80,NaN,NaN,NaN,NaN,1.93014,0.214792,1.99319,0.393689,DWARF,8.16978,1.818317,99.69791,4.84216,0.478617,NaN,163,0.3168694,,,0.001958382
TYC 8283-586-1,UCL,(G3),14,45,2.054,221.2585583,-47,35,47.04,-47.5964,-24.3,1.6,-22.18,0.41,131.8,7.6,NaN,NaN,0.27,NaN,NaN,10.052,0.003,9.1,0.01,1.5,UCL,X;E,8;-;-;54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129419398,221.258725,-47.596287,-24.2791,-22.1833,9.649,STAR,2mass,0.573755398,20180610,,8283-00586-1,213-101538,14450209-4735466,,J144502.06-473546.8,5.91E+18,23562735,,1.58685,0.405849,7.58798,0.439984,10.9,0.072,10.243,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.104,0.023,8.826,0.04,8.743,0.02,8.728,0.023,8.74,0.021,8.684,0.026,8.253,0.247,10.0516,0.000345996,0.018,6269,195,4.45045,0.336733,NaN,NaN,1.09019,0.159336,1.22188,0.204257,DWARF,1.653835,0.4834303,131.7874,9.2489,NaN,NaN,312,0.05732645,,,0.000233568
HD 120835,UCL,F5IV/V,13,52,54.288,208.2262,-43,52,19.01,-43.87194722,-23.77,0.94,-19.92,0.36,136.7,4.8,NaN,NaN,NaN,NaN,NaN,9.271,0.001,8.51,0.02,3.3,UCL,E;Lm,8;-;-;54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276004385,208.226395,-43.871872,-23.7728,-19.9166,8.95,STAR,2mass,0.573964195,20180610,,7802-01796-1,231-070771,13525433-4352187,,J135254.29-435218.8,6.11E+18,20832629,,0.944391,0.356484,7.31312,0.258503,9.927,0.042,9.393,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.512,0.029,8.267,0.04,8.26,0.038,8.198,0.023,8.215,0.019,8.098,0.02,7.354,0.091,9.27059,0.000345996,0.02,6312,196,4.25668,0.297045,NaN,NaN,1.37388,0.166439,1.24207,0.213444,DWARF,2.699357,0.6540284,136.7406,NaN,0.0929514,NaN,133,0.01932275,,,0.002403043
CD-25 12033,UCL,K0V,17,13,32.81,258.3867083,-26,2,7.67,-26.03546389,-15.5,2.1,-32.9,1.5,106.3,3.2,-7.2,0.7,0.22,NaN,NaN,9.871,0.006,8.53,0.01,2.4,UCL,X;Li;E,10;10;10;10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78046003,258.386758,-26.03531,-15.4752,-32.9338,9.302,STAR,2mass,0.576824349,20180610,,6816-00234-1,320-108445,17133282-2602070,,J171332.81-260207.4,4.11E+18,,,2.0926,1.49188,9.40709,0.286779,11.023,0.085,10.136,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.532,0.021,8.075,0.049,8.064,0.027,7.939,0.024,7.946,0.021,7.92,0.021,7.654,0.169,9.87142,0.000345996,0.017,5005,172,4.0763,0.315506,NaN,NaN,1.38236,0.203778,0.830076,0.0932547,GIANT,1.080322,0.3185074,106.3028,3.14481,NaN,NaN,646,0.1415564,,,NaN
HD 133195,UCL,F0V,15,4,10.682,226.0445083,-31,56,12.98,-31.93693889,-21.94,0.56,-22.9,0.43,132.9,4.8,NaN,NaN,NaN,NaN,NaN,8.445,0.001,7.88,0.01,0.8,UCL,,-;-;-;54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75735567,226.044637,-31.936821,-21.9357,-22.9036,8.211,STAR,2mass,0.578473857,20180610,,7315-00089-1,291-079439,15041071-3156125,,J150410.69-315612.9,6.20E+18,16465410,,0.5594,0.429539,7.52276,0.272339,8.876,0.034,8.514,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.881,0.021,7.808,0.024,7.716,0.02,7.682,0.029,7.709,0.02,7.719,0.02,7.364,0.131,8.44507,0.000345996,0.018,8158,222,4.37581,0.306872,NaN,NaN,1.51677,0.178035,1.99168,0.393628,DWARF,9.180555,2.155185,132.93,7.15963,0.173911,NaN,84,0.006351427,,,0.002583744
HD 125777,UCL,A3V,14,22,57.787,215.7407792,-46,16,45.82,-46.27939444,-20.56,0.55,-17.38,0.44,172.1,9,NaN,NaN,NaN,NaN,NaN,8.495,0.001,8.11,0.02,0.8,UCL,,19;-;-;54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242583644,215.740944,-46.279281,-20.558,-17.3792,8.34,STAR,2mass,0.578785372,20180610,,8277-02989-1,219-082383,14225782-4616454,,J142257.79-461645.7,6.09E+18,23473976,,0.54858,0.442092,5.81154,0.304644,8.754,0.031,8.561,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.109,0.026,8.043,0.031,8.011,0.038,7.963,0.023,7.998,0.019,7.984,0.021,7.909,0.169,8.4947,0.000345996,0.019,7871,217,4.24424,0.341432,NaN,NaN,1.71396,0.23248,1.87851,0.389462,DWARF,10.15818,2.755692,172.0713,12.6595,NaN,NaN,200,0.02320289,,,0.000222432
TYC 8277-192-1,UCL,K2V(e),0,0,NaN,215.4322917,0,0,NaN,-46.86908333,-25,2,-22.8,0.6,127,4,8,5,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242557720,215.432446,-46.868962,-24.4668,-22.7755,10.057,STAR,2mass,0.578795787,20180610,,8277-00192-1,216-084226,14214378-4652082,,J142143.76-465208.5,6.09E+18,23468946,,1.64001,0.598018,7.8886,0.259455,12.219,0.265,11.135,0.025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.215,0.037,8.683,0.029,8.611,0.019,8.607,0.022,8.614,0.02,8.524,0.023,8.005,0.164,10.6793,0.000345996,0.021,4568,169,4.05172,0.249454,NaN,NaN,1.41531,0.223229,0.720914,0.0858758,GIANT,0.220517,0.05033914,126.7653,4.03653,NaN,NaN,0,NaN,,,NaN
HD 144277,UCL,A1V,16,6,33.194,241.6383083,-39,15,34.6,-39.25961111,-14.8,0.33,-24.49,0.34,137.5,6.8,NaN,NaN,NaN,NaN,NaN,7.881,0.002,7.66,0.01,2.6,UCL,E,29;-;-;54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70032020,241.638403,-39.259468,-14.805,-24.4909,7.802,STAR,2mass,0.578845548,20180610,,7851-01636-1,254-085657,16063321-3915340,,J160633.20-391534.4,6.00E+18,18934738,,0.326236,0.335676,7.2731,0.357429,7.969,0.027,7.874,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.662,0.023,7.702,0.04,7.66,0.018,7.62,0.027,7.635,0.02,7.344,0.018,5.309,0.032,7.8808,0.000345996,0.018,8640,150,4.14,0.15,-0.55,0.09,1.48979,0.18636,2.1249,0.400534,DWARF,11.14294,2.787773,137.493,8.82156,NaN,NaN,397,0.02794298,,,0.000306407
HD 142992,UCL,F0V,15,58,50.122,239.7088417,-32,3,8.73,-32.052425,-16.05,0.09,-27.94,0.05,127,5.7,NaN,NaN,NaN,NaN,NaN,8.59,0.002,7.96,0.01,2.5,UCL,E,29;-;-;54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281164807,239.708911,-32.052275,-16.0508,-27.9414,8.328,STAR,2mass,0.579960509,20180610,78263,7333-00270-1,290-086318,15585013-3203082,,J155850.12-320308.5,6.04E+18,16574885,,0.0921808,0.0508384,7.87563,0.354471,9.023,NaN,8.66,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.964,0.023,7.84,0.038,7.831,0.021,7.745,0.027,7.762,0.021,7.722,0.023,7.413,0.16,8.59009,0.000345996,0.018,6923,75,NaN,NaN,NaN,NaN,1.63807,0.194509,1.6819,0.38056,DWARF,5.553119,1.318786,126.974,7.48693,NaN,NaN,147,0.1067445,,,0.002131172
HD 137953,UCL,F2V,15,30,22.73,232.5947083,-38,19,2.24,-38.31728889,-19.53,0.68,-22.98,0.42,149.6,7.1,NaN,NaN,NaN,NaN,NaN,8.997,0.001,8.35,0.01,1,UCL,,19;-;-;54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149429830,232.594854,-38.317174,-19.5337,-22.9773,8.725,STAR,2mass,0.583392648,20180610,,7836-01284-1,259-080971,15302276-3819018,,J153022.74-381902.0,6.01E+18,18832661,,0.682382,0.419699,6.6867,0.315085,9.524,0.037,9.128,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.348,0.02,8.179,0.036,8.143,0.023,8.092,0.024,8.117,0.021,8.077,0.021,6.985,0.101,8.99707,0.000345996,0.017,6943,204,4.25785,0.352756,NaN,NaN,1.51671,0.198475,1.51783,0.358994,DWARF,4.816022,1.260439,149.5507,NaN,NaN,NaN,179,0.006273796,,,0.000215168
HD 147558,UCL,F0V,16,24,58.315,246.2429792,-48,36,5.5,-48.60152778,-17.87,0.32,-32.98,0.42,127.1,6.6,6,2,NaN,NaN,NaN,8.518,0.032,7.67,0.01,2,UCL,E,10;10;10;54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2743109,246.243124,-48.601396,-17.8659,-32.9798,8.159,STAR,2mass,0.586464866,20180610,,8316-04073-1,207-117133,16245835-4836050,,J162458.29-483605.2,5.94E+18,23906489,,0.323265,0.420843,7.86816,0.405307,8.58,0.029,8.25,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.671,0.021,7.548,0.034,7.483,0.024,7.246,0.03,7.314,0.021,7.14,0.026,5.802,0.114,8.51817,0.000345996,0.018,7270,209,4.19717,0.355369,NaN,NaN,1.68996,0.228663,1.63868,0.377449,DWARF,7.187622,1.945068,127.0945,8.14525,NaN,NaN,1190,0.09116847,,,0.000232359
TYC 7844-885-1,UCL,(G5),15,31,52.63,232.9692917,-42,0,34.57,-42.00960278,-20.5,1.2,-26.83,0.62,154.3,8.8,NaN,NaN,NaN,NaN,NaN,11.267,0.003 1,0.15,0.02,0.3,,,26;-;-;-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154438290,232.969409,-42.009465,-20.4838,-26.8309,10.791,STAR,2mass,0.58696033,20180610,,7844-00885-1,240-084175,15315265-4200340,,J153152.64-420034.3,6.00E+18,,,1.19269,0.621852,6.48121,0.369263,12.208,0.23,11.165,0.021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.149,0.024,9.776,0.025,9.713,0.024,9.625,0.023,9.683,0.021,9.703,0.051,8.577,NaN,11.2674,0.000345996,0.018,5810,190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,252,0.5465138,,,NaN
CD-51 7878,UCL,G0,13,59,13.778,209.8074083,-51,52,39.2,-51.87755556,-26.8,0.07,-22.42,0.05,115.5,6.2,7,1,NaN,NaN,NaN,9.458,0.002,8.25,0,2,UCL,E,19;81;-;54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261389834,209.807586,-51.877434,-26.803,-22.4197,8.944,STAR,2mass,0.589409278,20180610,68328,8275-01275-1,191-087312,13591381-5152387,,J135913.79-515239.0,6.09E+18,24819033,,0.0729407,0.0549817,8.65836,0.467612,10.509,0.04,9.76,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.251,0.018,7.829,0.067,7.701,0.021,7.665,0.024,7.669,0.02,7.612,0.017,7.509,0.109,9.45844,0.000345996,0.017,5253,183,3.9325,0.331597,NaN,NaN,1.69706,0.261208,0.898391,0.110739,GIANT,1.97569,0.6081882,115.4953,5.91794,NaN,NaN,265,0.1806601,,,0.000175274
HD 138995,UCL,G6Ve,15,37,4.632,234.2693,-40,9,22.56,-40.15626667,-20.77,0.12,-27.45,0.09,126,4,2,3,0.18,NaN,NaN,9.215,0.003,7.96,0.01,2.4,UCL,X;Li;E,10;4;10;103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172608950,234.269444,-40.156144,-20.7656,-27.4529,8.682,STAR,2mass,0.593288249,20180610,76472,7840-01081-1,250-080042,15370466-4009221,,J153704.64-400922.3,6.00E+18,21187876,,0.123611,0.0861314,7.93733,0.249445,10.105,0.052,9.39,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.962,0.02,7.62,0.049,7.522,0.02,7.441,0.034,7.456,0.021,7.431,0.018,7.597,0.156,9.21549,0.000345996,0.017,6008,192,3.92465,0.275524,NaN,NaN,1.90316,0.232378,1.10961,0.141572,DWARF,4.251723,1.03828,125.987,6.19286,NaN,NaN,312,0.01589926,,,0.000156761
TYC 7804-1669-1,UCL,(K3),14,12,36.098,213.1504083,-38,30,46.43,-38.51289722,-30.1,4,-22.4,1.5,117.2,4.5,NaN,NaN,NaN,NaN,NaN,10.756,0.004,9.08,0.01,2.3,,E,-;-;-;-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179623765,213.15057,-38.512791,-30.1163,-22.4248,10.046,STAR,2mass,0.594656145,20180610,,7804-01669-1,258-070804,14123613-3830460,,J141236.10-383046.2,6.12E+18,18606662,,3.94715,1.54489,8.53361,0.327975,11.805,0.178,10.943,0.013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.077,0.021,8.531,0.049,8.378,0.031,8.29,0.022,8.299,0.02,8.22,0.02,8.152,0.187,10.7564,0.000345996,0.017,4533,169,3.94034,0.260446,NaN,NaN,1.60909,0.261882,0.713545,0.0850686,GIANT,0.2099219,0.04711808,117.1837,4.33708,0.0643759,NaN,0,NaN,,,NaN
CD-54 5780,UCL,G9IV,0,0,NaN,219.4590833,0,0,NaN,-54.96155556,-24,2,-26.1,0.4,113,3,10.6,0.6,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430829746,219.459277,-54.961433,-23.9626,-26.0845,9.663,STAR,2mass,0.595778291,20180610,,8683-00242-1,176-123289,14375022-5457411,,J143750.19-545741.4,5.89E+18,27065750,,1.45048,0.40627,8.85748,0.268608,11.411,0.114,10.723,0.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.964,0.02,8.447,0.063,8.299,0.026,8.239,0.023,8.25,0.019,7.94,0.018,6.812,0.065,10.1806,0.000345996,0.017,4655,170,4.02411,0.326262,NaN,NaN,1.42901,0.216058,0.740351,0.0878511,GIANT,0.2493452,0.05866127,112.899,3.32295,NaN,NaN,0,NaN,,,NaN
HD 133730,UCL,F6/7V,15,7,7.858,226.7827417,-35,37,50.67,-35.63074167,-27.82,0.86,-26.49,0.55,125.7,5.9,NaN,NaN,NaN,NaN,NaN,8.949,0.002,8.07,0.02,1.4,,,8;-;-;-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75970186,226.782867,-35.630611,-27.8242,-26.4871,8.576,STAR,2mass,0.59646235,20180610,,7323-01097-1,272-075504,15070789-3537501,,J150707.86-353750.4,6.20E+18,18749516,,0.859566,0.554011,7.95414,0.370864,9.659,0.044,9.106,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.069,0.026,7.856,0.047,7.731,0.018,7.666,0.029,7.696,0.02,7.695,0.02,7.659,0.182,8.94899,0.000345996,0.019,6541,199,4.15018,0.337522,NaN,NaN,1.61954,0.213158,1.35064,0.285332,DWARF,4.325683,1.138662,125.7207,7.5395,0.137385,NaN,124,0.01109044,,,0.002058155
J1510-3902,UCL,(M5),15,10,53.05,227.7210417,-39,2,59.77,-39.04993611,-24.4,1.1,-29.88,0.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122397233,227.721158,-39.049797,NaN,NaN,15.034,STAR,2mass,0.597090088,20180610,,,,15105307-3902592,,J151053.06-390259.5,,,,NaN,NaN,NaN,NaN,20.23,0.171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.877,0.026,12.29,0.027,11.971,0.026,11.684,0.022,11.434,0.022,11.31,0.161,9.15,NaN,NaN,NaN,0.178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.102644,NaN,0,NaN,,,NaN
CD-34 10180,UCL,K1IV,0,0,NaN,226.8115833,0,0,NaN,-35.08333333,-30,2,-30.8,0.9,108,4,3.7,0.6,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75971901,226.811721,-35.083208,-29.6231,-30.812,9.642,STAR,2mass,0.606735293,20180610,,7319-00749-1,275-077880,15071481-3504595,,J150714.79-350459.7,6.20E+18,18749956,,2.1014,0.923228,9.2472,0.298848,11.368,0.118,10.494,0.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.893,0.021,8.416,0.053,8.336,0.023,8.282,0.024,8.298,0.021,8.249,0.021,7.95,0.203,10.197,0.000345996,0.017,4913,172,4.13689,0.317155,NaN,NaN,1.26978,0.188423,0.805222,0.0900574,GIANT,0.846328,0.2511737,108.1409,3.38546,0.17267,NaN,136,0.002785203,,,0.001712765
LY Lup,UCL,K0,0,0,NaN,229.8165417,0,0,NaN,-40.93555556,-21,3,-26.8,0.4,130,10,6,5,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148158169,229.816692,-40.93543,-20.7153,-26.7539,10.324,STAR,2mass,0.609427017,20180610,,7826-02835-1,246-076853,15191600-4056075,,J151915.97-405607.9,6.00E+18,21126298,,2.78105,0.354442,7.56434,0.715222,12.231,0.242,11.264,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.549,0.026,9.021,0.025,8.83,0.021,8.651,0.023,8.636,0.019,8.599,0.026,8.306,0.299,10.8973,0.000345996,0.019,4646,170,4.11346,0.40969,NaN,NaN,1.31285,0.288804,0.738271,0.0876539,GIANT,0.246187,0.0577981,132.1993,11.4199,NaN,NaN,0,NaN,,,NaN
2M1613-4548,UCL,F3V,16,13,11.926,243.2996917,-45,48,41.64,-45.81156667,-20.74,0.06,-33.63,0.04,102.6,7.6,NaN,NaN,0.06,NaN,NaN,8.382,0.002,7.55,0.02,2.4,UCL,X;E,29;-;-;54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164707310,243.299841,-45.811433,-20.7398,-33.6271,8.029,STAR,2mass,0.609891356,20180610,79478,8311-01761-1,221-112804,16131196-4548411,,J161311.94-454841.4,5.99E+18,23871181,,0.0593788,0.0436521,9.75148,0.725134,8.946,NaN,8.53,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.548,0.027,7.26,0.038,7.164,0.021,7.067,0.042,7.074,0.021,7.025,0.017,6.795,0.072,8.38166,0.000345996,0.019,5937,191,3.97795,0.36195,NaN,NaN,1.76909,0.302876,1.08397,0.127171,DWARF,3.503182,1.199521,102.5485,8.2525,NaN,NaN,746,0.08055988,,,0.00022449
CD-41 9968,UCL,G0,15,30,26.911,232.6121292,-41,29,54.94,-41.49859444,-20.6,1.3,-22.88,0.51,149.1,7,NaN,NaN,NaN,NaN,NaN,9.659,0.002,8.82,0.01,1.1,UCL,,141;-;-;141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149437620,232.612297,-41.498479,-20.5937,-22.8796,9.305,STAR,2mass,0.614415251,20180610,,7844-02274-1,243-086085,15302695-4129545,,J153026.92-412954.8,6.00E+18,21168215,,1.28262,0.507173,6.70835,0.313382,10.443,0.061,9.86,0.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.823,0.021,8.576,0.026,8.526,0.026,8.464,0.024,8.496,0.02,8.473,0.024,8.051,0.239,9.65877,0.000345996,0.018,6418,197,4.29794,0.327214,NaN,NaN,1.33647,0.176642,1.29251,0.249265,DWARF,2.73031,0.7217333,149.0679,9.64024,NaN,NaN,226,0.02558202,,,0.000197942
CD-35 10498,UCL,K1,0,0,NaN,236.6715833,0,0,NaN,-36.31327778,-17,1,-25.3,0.6,152,8,7.2,0.1,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179051609,236.67171,-36.313141,-16.5285,-25.3168,10.33,STAR,2mass,0.614450675,20180610,,7340-00723-1,269-082333,15464121-3618472,,J154641.19-361847.6,6.01E+18,18873437,,1.24316,0.596224,6.5581,0.35755,12.242,0.244,11.21,0.022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.49,0.024,8.947,0.025,8.783,0.021,8.709,0.022,8.664,0.02,8.571,0.026,8.665,0.436,10.9497,0.000345996,0.018,4652,170,3.94854,0.280038,NaN,NaN,1.54566,0.266039,0.739656,0.0877853,GIANT,0.2482877,0.05837369,152.4832,7.88362,NaN,NaN,0,NaN,,,NaN
TYC 7296-1194-1,UCL,(K0),14,39,0.943,219.7539292,-30,42,2.03,-30.70056389,-26.3,0.76,-26.67,0.32,110.7,3.1,0,2,NaN,NaN,NaN,10.454,0.002,9.12,0.01,1.3,,Ca;Is,10;10;10;-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379593781,219.754054,-30.700431,-26.2953,-26.6674,9.887,STAR,2mass,0.614966332,20180610,,7296-01194-1,297-077896,14390097-3042015,,J143900.94-304202.0,6.22E+18,16408781,,0.758794,0.319074,9.0335,0.249951,12.029,0.237,11.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.121,0.02,8.588,0.027,8.438,0.034,8.355,0.028,8.362,0.029,8.289,0.03,8.022,0.311,10.4537,0.000345996,0.017,4635,176,3.97318,0.332941,NaN,NaN,1.27861,0.197366,0.73575,0.0877125,GIANT,0.2423843,0.05694254,110.6991,2.9805,0.0834105,NaN,0,NaN,,,NaN
